Matrix                       ,Thread ,RCM ,RACE_efficiency ,Iter ,ResNorm       ,ErrNorm       ,ActualIter ,Preprocessing-time ,Perf_COLOR_KACZ_Q0 ,Perf_COLOR_KACZ_Q25 ,Perf_COLOR_KACZ_Q50 ,Perf_COLOR_KACZ_Q75 ,Perf_COLOR_KACZ_Q100 
Geo_1438.mtx                 ,38     ,    ,=80+80          ,510  , 9.534275e+05 , 8.126732e-04 , 510       ,3.110850           ,41.422584          ,41.410179           ,41.403186           ,41.389262           ,41.125941
Hook_1498.mtx                ,1      ,    ,=80+80          ,510  , 1.215536e-01 , 7.886818e-04 , 510       ,0.678620           ,2.120783           ,2.120653            ,2.120603            ,2.120501            ,2.120182
Hook_1498.mtx                ,2      ,    ,=80+80          ,510  , 1.216719e-01 , 7.886819e-04 , 510       ,0.418697           ,4.191740           ,4.191352            ,4.190968            ,4.190555            ,4.188139
Hook_1498.mtx                ,4      ,    ,=80+80          ,510  , 1.218158e-01 , 7.886820e-04 , 510       ,0.295975           ,8.097446           ,8.095806            ,8.093922            ,8.092538            ,8.090782
Hook_1498.mtx                ,8      ,    ,=80+80          ,510  , 1.222408e-01 , 7.886820e-04 , 510       ,0.239770           ,14.969346          ,14.965513           ,14.963725           ,14.958668           ,14.956983
Hook_1498.mtx                ,16     ,    ,=80+80          ,510  , 1.228470e-01 , 7.886819e-04 , 510       ,0.250839           ,25.458414          ,25.454905           ,25.450783           ,25.445417           ,25.418854
Hook_1498.mtx                ,32     ,    ,=80+80          ,510  , 1.250693e-01 , 7.886900e-04 , 510       ,0.425240           ,41.293369          ,41.255740           ,41.247500           ,41.240105           ,41.214764
Hook_1498.mtx                ,38     ,    ,=80+80          ,510  , 1.251695e-01 , 7.886903e-04 , 510       ,0.480502           ,41.109536          ,41.090052           ,41.069621           ,41.052515           ,40.800320
ML_Geer.mtx                  ,1      ,    ,=80+80          ,510  , 1.188009e+01 , 8.075611e-04 , 510       ,10.409314          ,2.320960           ,2.320796            ,2.320597            ,2.320459            ,2.319607
ML_Geer.mtx                  ,2      ,    ,=80+80          ,510  , 1.188677e+01 , 8.075611e-04 , 510       ,7.827202           ,4.582856           ,4.582379            ,4.581691            ,4.581097            ,4.577908
ML_Geer.mtx                  ,4      ,    ,=80+80          ,510  , 1.190269e+01 , 8.075611e-04 , 510       ,6.558551           ,8.883287           ,8.881523            ,8.880756            ,8.877696            ,8.869755
ML_Geer.mtx                  ,8      ,    ,=80+80          ,510  , 1.193580e+01 , 8.075612e-04 , 510       ,5.900129           ,16.969319          ,16.968821           ,16.966300           ,16.962250           ,16.948458
ML_Geer.mtx                  ,16     ,    ,=80+80          ,510  , 1.199857e+01 , 8.075612e-04 , 510       ,5.627807           ,31.582077          ,31.575762           ,31.573047           ,31.569051           ,31.524598
ML_Geer.mtx                  ,32     ,    ,=80+80          ,510  , 1.212132e+01 , 8.075614e-04 , 510       ,5.515208           ,47.866603          ,47.849602           ,47.846712           ,47.826272           ,47.820645
ML_Geer.mtx                  ,38     ,    ,=80+80          ,510  , 1.217199e+01 , 8.075614e-04 , 510       ,5.544292           ,48.913990          ,48.892450           ,48.873454           ,48.864774           ,48.820205
cage14.mtx                   ,1      ,    ,=80+80          ,50   , 2.776556e-16 , 1.459945e-15 , 50        ,1.119568           ,1.860852           ,1.860482            ,1.859748            ,1.858942            ,1.857085
cage14.mtx                   ,2      ,    ,=80+80          ,50   , 4.903083e-16 , 2.476086e-15 , 50        ,0.762851           ,3.583275           ,3.582410            ,3.577879            ,3.575899            ,3.572617
cage14.mtx                   ,4      ,    ,=80+80          ,50   , 1.007752e-16 , 5.669917e-16 , 50        ,0.668557           ,5.690546           ,5.688264            ,5.686304            ,5.683707            ,5.678001
cage14.mtx                   ,8      ,    ,=80+80          ,50   , 7.563644e-17 , 4.201626e-16 , 50        ,0.780203           ,7.836987           ,7.833316            ,7.831489            ,7.823258            ,7.818026
cage14.mtx                   ,16     ,    ,=80+80          ,50   , 8.323418e-17 , 4.747887e-16 , 50        ,1.068528           ,10.493016          ,10.488915           ,10.475376           ,10.459611           ,10.435616
cage14.mtx                   ,32     ,    ,=80+80          ,50   , 1.178521e-16 , 6.178367e-16 , 50        ,1.501099           ,13.191946          ,13.184678           ,13.167689           ,13.145830           ,13.103120
cage14.mtx                   ,38     ,    ,=80+80          ,50   , 2.041590e-16 , 1.230612e-15 , 50        ,1.972151           ,14.876050          ,14.803392           ,14.772763           ,14.726054           ,14.708609
af_shell10.mtx               ,1      ,    ,=80+80          ,490  , 3.721931e-02 , 6.316663e-04 , 490       ,2.026528           ,2.386587           ,2.386020            ,2.385274            ,2.385226            ,2.383946
af_shell10.mtx               ,2      ,    ,=80+80          ,490  , 3.722924e-02 , 6.316663e-04 , 490       ,1.705246           ,4.710824           ,4.710243            ,4.709712            ,4.709388            ,4.706415
af_shell10.mtx               ,4      ,    ,=80+80          ,490  , 3.724655e-02 , 6.316663e-04 , 490       ,1.558498           ,9.200203           ,9.199225            ,9.197250            ,9.195378            ,9.187345
af_shell10.mtx               ,8      ,    ,=80+80          ,490  , 3.729074e-02 , 6.316663e-04 , 490       ,1.478293           ,17.378694          ,17.375247           ,17.372487           ,17.366532           ,17.352242
af_shell10.mtx               ,16     ,    ,=80+80          ,490  , 3.736706e-02 , 6.316663e-04 , 490       ,1.468562           ,32.502820          ,32.497542           ,32.492103           ,32.469895           ,32.428913
af_shell10.mtx               ,32     ,    ,=80+80          ,490  , 3.750917e-02 , 6.316663e-04 , 490       ,1.488900           ,47.587299          ,47.576152           ,47.542240           ,47.490354           ,47.435441
af_shell10.mtx               ,38     ,    ,=80+80          ,490  , 3.762566e-02 , 6.316664e-04 , 490       ,1.497311           ,48.171249          ,48.163217           ,48.154152           ,48.144587           ,48.079182
Flan_1565.mtx                ,1      ,    ,=80+80          ,460  , 1.511590e+01 , 7.852044e-04 , 460       ,1.126538           ,2.185310           ,2.185109            ,2.184901            ,2.184741            ,2.183749
Flan_1565.mtx                ,2      ,    ,=80+80          ,460  , 1.789391e+01 , 7.852044e-04 , 460       ,0.638334           ,4.276921           ,4.276327            ,4.275885            ,4.275589            ,4.273889
Flan_1565.mtx                ,4      ,    ,=80+80          ,460  , 1.906911e+01 , 7.852045e-04 , 460       ,0.402211           ,8.275004           ,8.271666            ,8.271142            ,8.268852            ,8.261297
Flan_1565.mtx                ,8      ,    ,=80+80          ,460  , 1.898920e+01 , 7.852046e-04 , 460       ,0.289888           ,15.294727          ,15.292829           ,15.292087           ,15.290787           ,15.279475
Flan_1565.mtx                ,16     ,    ,=80+80          ,460  , 2.077668e+01 , 7.852043e-04 , 460       ,0.239766           ,27.908399          ,27.905727           ,27.902283           ,27.892510           ,27.861484
Flan_1565.mtx                ,32     ,    ,=80+80          ,460  , 2.388810e+01 , 7.852048e-04 , 460       ,0.359548           ,39.576370          ,39.572128           ,39.562328           ,39.554365           ,39.473814
Flan_1565.mtx                ,38     ,    ,=80+80          ,460  , 2.328203e+01 , 7.851886e-04 , 460       ,0.460775           ,40.922170          ,40.916060           ,40.909490           ,40.904497           ,40.873769
G3_circuit.mtx               ,1      ,    ,=80+80          ,510  , 6.545658e-04 , 7.835654e-04 , 510       ,0.688481           ,1.430188           ,1.428619            ,1.427236            ,1.426284            ,1.426009
G3_circuit.mtx               ,2      ,    ,=80+80          ,510  , 6.581864e-04 , 7.835653e-04 , 510       ,0.617930           ,2.837858           ,2.833595            ,2.831660            ,2.829323            ,2.827288
G3_circuit.mtx               ,4      ,    ,=80+80          ,510  , 6.613087e-04 , 7.835653e-04 , 510       ,0.580360           ,5.621218           ,5.610891            ,5.606884            ,5.605649            ,5.600652
G3_circuit.mtx               ,8      ,    ,=80+80          ,510  , 6.651528e-04 , 7.835653e-04 , 510       ,0.580189           ,10.991321          ,10.971156           ,10.967846           ,10.962665           ,10.947613
G3_circuit.mtx               ,16     ,    ,=80+80          ,510  , 6.684539e-04 , 7.835653e-04 , 510       ,0.566728           ,21.349582          ,21.322602           ,21.315890           ,21.293835           ,21.265284
G3_circuit.mtx               ,32     ,    ,=80+80          ,510  , 6.874581e-04 , 7.835652e-04 , 510       ,0.614818           ,39.539238          ,39.520286           ,39.469385           ,39.261277           ,38.732313
G3_circuit.mtx               ,38     ,    ,=80+80          ,510  , 6.966611e-04 , 7.835651e-04 , 510       ,0.704984           ,41.713242          ,41.668615           ,41.635967           ,41.524937           ,41.436291
HPCG-128-128-128.mtx         ,1      ,    ,=80+80          ,510  , 1.541423e-04 , 1.484762e-04 , 510       ,3.886494           ,2.191894           ,2.191747            ,2.191612            ,2.191323            ,2.189958
HPCG-128-128-128.mtx         ,2      ,    ,=80+80          ,510  , 1.555233e-04 , 1.484767e-04 , 510       ,3.034562           ,4.306617           ,4.306497            ,4.306065            ,4.305042            ,4.300792
HPCG-128-128-128.mtx         ,4      ,    ,=80+80          ,510  , 1.581687e-04 , 1.484664e-04 , 510       ,2.654496           ,8.333458           ,8.333176            ,8.332163            ,8.331517            ,8.321409
HPCG-128-128-128.mtx         ,8      ,    ,=80+80          ,510  , 1.622683e-04 , 1.484504e-04 , 510       ,2.418021           ,15.000099          ,14.998134           ,14.997322           ,14.995889           ,14.985523
HPCG-128-128-128.mtx         ,16     ,    ,=80+80          ,510  , 1.689987e-04 , 1.483510e-04 , 510       ,2.417877           ,24.065426          ,24.058897           ,24.050177           ,24.046609           ,24.031668
HPCG-128-128-128.mtx         ,32     ,    ,=80+80          ,510  , 1.638711e-04 , 1.482087e-04 , 510       ,2.537679           ,39.467434          ,39.458736           ,39.453396           ,39.425770           ,39.377626
HPCG-128-128-128.mtx         ,38     ,    ,=80+80          ,510  , 1.627085e-04 , 1.482442e-04 , 510       ,2.643548           ,43.017227          ,42.988459           ,42.982503           ,42.953098           ,42.320423
Anderson-16.5.mtx            ,1      ,    ,=80+80          ,500  , 3.811083e-06 , 4.032104e-05 , 500       ,0.617250           ,1.525755           ,1.525665            ,1.525439            ,1.525132            ,1.524319
Anderson-16.5.mtx            ,2      ,    ,=80+80          ,500  , 3.829282e-06 , 4.031933e-05 , 500       ,0.421516           ,3.019293           ,3.018441            ,3.017996            ,3.017388            ,3.014455
Anderson-16.5.mtx            ,4      ,    ,=80+80          ,500  , 3.859683e-06 , 4.032014e-05 , 500       ,0.330214           ,5.966409           ,5.964032            ,5.962638            ,5.959377            ,5.957869
Anderson-16.5.mtx            ,8      ,    ,=80+80          ,500  , 3.911093e-06 , 4.032221e-05 , 500       ,0.283132           ,11.404833          ,11.401017           ,11.396742           ,11.393749           ,11.388001
Anderson-16.5.mtx            ,16     ,    ,=80+80          ,500  , 3.996964e-06 , 4.033506e-05 , 500       ,0.317927           ,21.081276          ,21.077043           ,21.069571           ,21.062368           ,21.044698
Anderson-16.5.mtx            ,32     ,    ,=80+80          ,500  , 4.089181e-06 , 4.031955e-05 , 500       ,0.427852           ,30.596148          ,30.588426           ,30.577819           ,30.567265           ,30.539452
Anderson-16.5.mtx            ,38     ,    ,=80+80          ,500  , 4.002715e-06 , 4.030037e-05 , 500       ,0.573272           ,34.820862          ,34.803129           ,34.787496           ,34.759982           ,34.720868
FreeBosonChain-18.mtx        ,1      ,    ,=80+80          ,1120 , 1.005354e-07 , 1.325161e-06 , 510       ,1.816187           ,1.670842           ,1.670816            ,1.670537            ,1.670117            ,1.669824
FreeBosonChain-18.mtx        ,2      ,    ,=80+80          ,1120 , 1.136236e-07 , 1.325041e-06 , 630       ,1.094391           ,3.056539           ,3.056395            ,3.055978            ,3.055728            ,3.054312
FreeBosonChain-18.mtx        ,4      ,    ,=80+80          ,1120 , 1.228286e-07 , 1.325790e-06 , 570       ,0.710393           ,6.127933           ,6.127231            ,6.123666            ,6.118295            ,6.113759
FreeBosonChain-18.mtx        ,8      ,    ,=80+80          ,1120 , 2.273497e-07 , 1.387806e-06 , 1120      ,0.553380           ,9.722900           ,9.722642            ,9.721858            ,9.720899            ,9.717643
FreeBosonChain-18.mtx        ,16     ,    ,=80+80          ,1120 , 1.645730e-07 , 1.372555e-06 , 1120      ,0.758982           ,18.581858          ,18.568386           ,18.541199           ,18.505294           ,18.431351
FreeBosonChain-18.mtx        ,32     ,    ,=80+80          ,1120 , 3.195580e-07 , 1.437493e-06 , 1120      ,0.750330           ,35.152892          ,35.139412           ,35.126360           ,35.115361           ,35.024690
FreeBosonChain-18.mtx        ,38     ,    ,=80+80          ,1120 , 3.393092e-07 , 1.459359e-06 , 1120      ,0.753217           ,30.520290          ,30.487696           ,30.478898           ,30.467534           ,30.453377
nlpkkt120.mtx                ,1      ,    ,=80+80          ,510  , 9.880870e-04 , 3.774857e-04 , 510       ,1.409910           ,2.177021           ,2.176795            ,2.176754            ,2.176722            ,2.176029
nlpkkt120.mtx                ,2      ,    ,=80+80          ,510  , 9.896917e-04 , 3.774861e-04 , 510       ,0.852643           ,4.310283           ,4.310009            ,4.309792            ,4.309190            ,4.306522
nlpkkt120.mtx                ,4      ,    ,=80+80          ,510  , 9.936288e-04 , 3.774866e-04 , 510       ,0.579327           ,8.065970           ,8.065914            ,8.065361            ,8.064110            ,8.062150
nlpkkt120.mtx                ,8      ,    ,=80+80          ,510  , 1.000899e-03 , 3.774824e-04 , 510       ,0.420136           ,14.693604          ,14.692324           ,14.691394           ,14.689570           ,14.683170
nlpkkt120.mtx                ,16     ,    ,=80+80          ,510  , 1.017759e-03 , 3.774779e-04 , 510       ,0.482541           ,23.595081          ,23.590753           ,23.588071           ,23.585215           ,23.575500
nlpkkt120.mtx                ,32     ,    ,=80+80          ,510  , 1.043841e-03 , 3.774793e-04 , 510       ,0.781666           ,40.059308          ,40.055288           ,40.033085           ,40.031804           ,39.976121
nlpkkt120.mtx                ,38     ,    ,=80+80          ,510  , 1.045973e-03 , 3.774740e-04 , 510       ,0.822328           ,41.065568          ,41.054421           ,41.043398           ,41.034825           ,40.988461
rajat31.mtx                  ,1      ,    ,=40             ,490  , 2.354386e-03 , 3.772798e-04 , 490       ,0.751315           ,1.254454           ,1.253804            ,1.253652            ,1.253399            ,1.252832
rajat31.mtx                  ,2      ,    ,=40             ,490  , 2.354386e-03 , 3.772798e-04 , 490       ,0.562079           ,2.501041           ,2.500533            ,2.500100            ,2.499586            ,2.498224
rajat31.mtx                  ,4      ,    ,=40             ,490  , 2.354386e-03 , 3.772798e-04 , 490       ,0.450669           ,4.975666           ,4.974891            ,4.974192            ,4.973127            ,4.970663
rajat31.mtx                  ,8      ,    ,=40             ,490  , 2.354386e-03 , 3.772798e-04 , 490       ,0.367679           ,9.806866           ,9.806022            ,9.804758            ,9.801691            ,9.784724
rajat31.mtx                  ,16     ,    ,=40             ,490  , 2.354386e-03 , 3.772798e-04 , 490       ,0.408973           ,19.034469          ,19.020048           ,19.010748           ,19.002629           ,18.994277
rajat31.mtx                  ,32     ,    ,=40             ,490  , 2.354386e-03 , 3.772798e-04 , 490       ,0.443621           ,34.236299          ,34.188482           ,34.148152           ,34.116808           ,34.088307
rajat31.mtx                  ,38     ,    ,=40             ,490  , 2.354386e-03 , 3.772798e-04 , 490       ,0.437663           ,36.970389          ,36.935405           ,36.904355           ,36.850276           ,36.408908
channel-500x100x100-b050.mtx ,1      ,    ,=40             ,760  , 3.200686e-09 , 2.903499e-06 , 460       ,4.203542           ,2.121497           ,2.121455            ,2.121376            ,2.121058            ,2.120176
channel-500x100x100-b050.mtx ,2      ,    ,=40             ,760  , 3.279469e-09 , 2.901309e-06 , 470       ,3.475042           ,4.168953           ,4.168839            ,4.168550            ,4.168190            ,4.167339
channel-500x100x100-b050.mtx ,4      ,    ,=40             ,760  , 3.412858e-09 , 2.899870e-06 , 490       ,3.063893           ,8.194497           ,8.194249            ,8.193273            ,8.191623            ,8.185219
channel-500x100x100-b050.mtx ,8      ,    ,=40             ,760  , 3.711757e-09 , 2.903064e-06 , 540       ,2.902740           ,15.775809          ,15.773364           ,15.769790           ,15.766099           ,15.755495
channel-500x100x100-b050.mtx ,16     ,    ,=40             ,760  , 4.992943e-09 , 2.894744e-06 , 550       ,2.849997           ,29.220007          ,29.202471           ,29.194153           ,29.184085           ,29.149357
channel-500x100x100-b050.mtx ,32     ,    ,=40             ,760  , 4.793642e-09 , 2.896723e-06 , 590       ,2.874561           ,42.846654          ,42.836875           ,42.826266           ,42.802564           ,42.776624
channel-500x100x100-b050.mtx ,38     ,    ,=40             ,760  , 6.773669e-09 , 2.903901e-06 , 760       ,2.846161           ,41.115096          ,41.104180           ,41.099961           ,41.073011           ,40.973859
HPCG-192-192-192.mtx         ,1      ,    ,=80+80          ,520  , 3.397952e-05 , 3.602964e-04 , 520       ,13.225914          ,2.188276           ,2.188158            ,2.188109            ,2.187983            ,2.187396
HPCG-192-192-192.mtx         ,2      ,    ,=80+80          ,520  , 3.405226e-05 , 3.602964e-04 , 520       ,10.222158          ,4.331509           ,4.331393            ,4.331289            ,4.331019            ,4.327193
HPCG-192-192-192.mtx         ,4      ,    ,=80+80          ,520  , 3.421430e-05 , 3.602964e-04 , 520       ,8.623517           ,8.204884           ,8.203448            ,8.203177            ,8.201381            ,8.195037
HPCG-192-192-192.mtx         ,8      ,    ,=80+80          ,520  , 3.526231e-05 , 3.602958e-04 , 520       ,7.842819           ,15.563660          ,15.561430           ,15.560569           ,15.559230           ,15.546167
HPCG-192-192-192.mtx         ,16     ,    ,=80+80          ,520  , 3.715496e-05 , 3.602918e-04 , 520       ,7.358147           ,26.057935          ,26.052658           ,26.051935           ,26.047815           ,26.008524
HPCG-192-192-192.mtx         ,32     ,    ,=80+80          ,520  , 3.594597e-05 , 3.602328e-04 , 520       ,7.747742           ,37.562946          ,37.559489           ,37.555690           ,37.553906           ,37.534974
HPCG-192-192-192.mtx         ,38     ,    ,=80+80          ,520  , 3.583493e-05 , 3.602419e-04 , 520       ,7.953270           ,40.633969          ,40.624729           ,40.620613           ,40.610942           ,40.101760
FreeFermionChain-26.mtx      ,1      ,    ,=80+80          ,870  , 7.226098e-08 , 5.161168e-07 , 510       ,7.101776           ,1.683293           ,1.683238            ,1.683200            ,1.683110            ,1.682766
FreeFermionChain-26.mtx      ,2      ,    ,=80+80          ,870  , 7.752107e-08 , 5.189840e-07 , 610       ,4.110734           ,3.263009           ,3.262861            ,3.262668            ,3.262142            ,3.261216
FreeFermionChain-26.mtx      ,4      ,    ,=80+80          ,870  , 8.421690e-08 , 5.175554e-07 , 560       ,2.405980           ,6.031256           ,6.030657            ,6.030180            ,6.029726            ,6.027052
FreeFermionChain-26.mtx      ,8      ,    ,=80+80          ,870  , 1.948999e-07 , 9.298706e-07 , 870       ,1.850942           ,9.827170           ,9.826992            ,9.825700            ,9.825064            ,9.823440
FreeFermionChain-26.mtx      ,16     ,    ,=80+80          ,870  , 2.084829e-07 , 9.582129e-07 , 870       ,2.100311           ,18.830455          ,18.825516           ,18.823402           ,18.821559           ,18.812098
FreeFermionChain-26.mtx      ,32     ,    ,=80+80          ,870  , 2.255803e-07 , 9.577534e-07 , 870       ,2.109572           ,29.900255          ,29.899572           ,29.898128           ,29.896820           ,29.884434
FreeFermionChain-26.mtx      ,38     ,    ,=80+80          ,870  , 2.604367e-07 , 1.065158e-06 , 870       ,2.240230           ,30.892462          ,30.888088           ,30.885268           ,30.879389           ,30.869930
Spin-26.mtx                  ,1      ,    ,=40             ,500  , 6.666104e-06 , 1.893613e-05 , 500       ,12.837527          ,1.669985           ,1.669911            ,1.669899            ,1.669866            ,1.668808
Spin-26.mtx                  ,2      ,    ,=40             ,500  , 6.770932e-06 , 1.893670e-05 , 500       ,9.851131           ,3.200566           ,3.200282            ,3.200190            ,3.200034            ,3.198563
Spin-26.mtx                  ,4      ,    ,=40             ,500  , 6.923516e-06 , 1.893812e-05 , 500       ,8.193875           ,6.452325           ,6.450973            ,6.449866            ,6.448143            ,6.447521
Spin-26.mtx                  ,8      ,    ,=40             ,500  , 7.196799e-06 , 1.894099e-05 , 500       ,7.310548           ,11.545905          ,11.545788           ,11.541585           ,11.540736           ,11.540227
Spin-26.mtx                  ,16     ,    ,=40             ,500  , 7.520785e-06 , 1.894009e-05 , 500       ,7.292178           ,19.267075          ,19.259893           ,19.256140           ,19.255270           ,19.250978
Spin-26.mtx                  ,32     ,    ,=40             ,500  , 7.416264e-06 , 1.892825e-05 , 500       ,8.027235           ,30.113640          ,30.111096           ,30.108579           ,30.104239           ,30.102480
Spin-26.mtx                  ,38     ,    ,=40             ,500  , 7.392154e-06 , 1.892812e-05 , 500       ,8.377116           ,33.975417          ,33.973683           ,33.970567           ,33.962594           ,33.941726
Hubbard-14.mtx               ,1      ,    ,=80+80          ,1990 , 2.835244e-08 , 2.685391e-07 , 510       ,15.332372          ,1.687182           ,1.686844            ,1.686098            ,1.685919            ,1.685442
Hubbard-14.mtx               ,2      ,    ,=80+80          ,1990 , 2.994178e-08 , 2.688444e-07 , 1330      ,11.631190          ,3.236648           ,3.236502            ,3.236436            ,3.236312            ,3.234340
Hubbard-14.mtx               ,4      ,    ,=80+80          ,1990 , 3.599012e-08 , 2.934626e-07 , 1990      ,9.632815           ,6.129641           ,6.129066            ,6.128419            ,6.127073            ,6.125711
Hubbard-14.mtx               ,8      ,    ,=80+80          ,1990 , 3.408435e-08 , 2.716010e-07 , 1990      ,8.580763           ,11.286797          ,11.286216           ,11.284692           ,11.283447           ,11.281647
Hubbard-14.mtx               ,16     ,    ,=80+80          ,1990 , 3.159996e-08 , 2.699984e-07 , 1990      ,9.342839           ,17.714107          ,17.712880           ,17.710833           ,17.708799           ,17.705673
Hubbard-14.mtx               ,32     ,    ,=80+80          ,1990 , 4.361884e-08 , 3.166543e-07 , 1990      ,9.156395           ,31.808852          ,31.806191           ,31.804588           ,31.803212           ,31.797371
Hubbard-14.mtx               ,38     ,    ,=80+80          ,1990 , 3.805920e-08 , 2.902925e-07 , 1990      ,9.316859           ,28.909701          ,28.904211           ,28.901934           ,28.898997           ,28.885928
nlpkkt200.mtx                ,1      ,    ,=80+80          ,510  , 4.574202e-04 , 1.825594e-04 , 510       ,25.125462          ,2.191782           ,2.191698            ,2.191633            ,2.191583            ,2.190852
nlpkkt200.mtx                ,2      ,    ,=80+80          ,510  , 4.575492e-04 , 1.825595e-04 , 510       ,20.251782          ,4.305071           ,4.304932            ,4.304807            ,4.304517            ,4.302262
nlpkkt200.mtx                ,4      ,    ,=80+80          ,510  , 4.577935e-04 , 1.825595e-04 , 510       ,17.996182          ,8.239873           ,8.239599            ,8.239538            ,8.239256            ,8.237835
nlpkkt200.mtx                ,8      ,    ,=80+80          ,510  , 4.584432e-04 , 1.825593e-04 , 510       ,16.678224          ,15.677503          ,15.676191           ,15.675665           ,15.675319           ,15.668822
nlpkkt200.mtx                ,16     ,    ,=80+80          ,510  , 4.595429e-04 , 1.825572e-04 , 510       ,16.188322          ,25.740405          ,25.738279           ,25.736202           ,25.730696           ,25.213392
nlpkkt200.mtx                ,32     ,    ,=80+80          ,510  , 4.743282e-04 , 1.825586e-04 , 510       ,17.258782          ,36.461110          ,36.459397           ,36.457403           ,36.454180           ,36.450404
nlpkkt200.mtx                ,38     ,    ,=80+80          ,510  , 4.801850e-04 , 1.825526e-04 , 510       ,18.011024          ,40.258925          ,40.251133           ,40.248863           ,40.235041           ,39.680138
delaunay_n24.mtx             ,1      ,    ,=80+80          ,510  , 3.319911e-07 , 6.335815e-06 , 510       ,18.019053          ,0.966311           ,0.965767            ,0.965407            ,0.965321            ,0.965108
delaunay_n24.mtx             ,2      ,    ,=80+80          ,510  , 3.321845e-07 , 6.335891e-06 , 510       ,15.103865          ,1.918432           ,1.917775            ,1.917501            ,1.916612            ,1.914177
delaunay_n24.mtx             ,4      ,    ,=80+80          ,510  , 3.325255e-07 , 6.335931e-06 , 510       ,13.551722          ,3.813072           ,3.811186            ,3.806927            ,3.804566            ,3.800421
delaunay_n24.mtx             ,8      ,    ,=80+80          ,510  , 3.332051e-07 , 6.336045e-06 , 510       ,12.807637          ,7.518217           ,7.513981            ,7.509851            ,7.507458            ,7.502232
delaunay_n24.mtx             ,16     ,    ,=80+80          ,510  , 3.346328e-07 , 6.336568e-06 , 510       ,12.447160          ,14.962456          ,14.948878           ,14.937563           ,14.932614           ,14.925034
delaunay_n24.mtx             ,32     ,    ,=80+80          ,510  , 3.372851e-07 , 6.337290e-06 , 510       ,12.321635          ,27.375350          ,27.350315           ,27.333244           ,27.312540           ,27.242451
delaunay_n24.mtx             ,38     ,    ,=80+80          ,510  , 3.382617e-07 , 6.338047e-06 , 510       ,12.421987          ,31.575682          ,31.542322           ,31.517912           ,31.498126           ,31.350082
Graphene-4096.mtx            ,1      ,    ,=40             ,500  , 7.492301e-09 , 2.495290e-07 , 500       ,5.828813           ,1.734541           ,1.734449            ,1.734361            ,1.734124            ,1.733551
Graphene-4096.mtx            ,2      ,    ,=40             ,500  , 7.493222e-09 , 2.495290e-07 , 500       ,3.315078           ,3.448641           ,3.448376            ,3.448285            ,3.448157            ,3.443866
Graphene-4096.mtx            ,4      ,    ,=40             ,500  , 7.494390e-09 , 2.495294e-07 , 500       ,2.112949           ,6.818008           ,6.817684            ,6.817061            ,6.815788            ,6.790054
Graphene-4096.mtx            ,8      ,    ,=40             ,500  , 7.497506e-09 , 2.495240e-07 , 500       ,1.397884           ,13.338617          ,13.338431           ,13.337707           ,13.334275           ,13.298134
Graphene-4096.mtx            ,16     ,    ,=40             ,500  , 7.502852e-09 , 2.495253e-07 , 500       ,1.141665           ,25.574680          ,25.570024           ,25.559929           ,25.530822           ,25.475952
Graphene-4096.mtx            ,32     ,    ,=40             ,500  , 7.513504e-09 , 2.495282e-07 , 500       ,1.030507           ,40.913923          ,40.902260           ,40.886535           ,40.872575           ,40.862005
Graphene-4096.mtx            ,38     ,    ,=40             ,500  , 7.517169e-09 , 2.495363e-07 , 500       ,1.031985           ,42.846382          ,42.842463           ,42.827696           ,42.758380           ,42.704115
